Java HotSpot(TM) 64-Bit Server VM (25.0-b) for bsd-amd64 JRE (1.8.0), built on Mar 12 2024 12:13:12 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
2025-10-01T10:08:12.004+0400: [GC (Allocation Failure) 367M->409M(4096M), 0.011 secs]
2025-10-01T10:08:12.511+0400: [GC (Allocation Failure) 397M->409M(4096M), 0.022 secs]
2025-10-01T10:08:13.018+0400: [GC (Allocation Failure) 427M->409M(4096M), 0.029 secs]
2025-10-01T10:08:14.030+0400: [GC (Allocation Failure) 487M->428M(4096M), 0.037 secs]
2025-10-01T10:08:15.041+0400: [Full GC (System.gc()) 549M->409M(4096M), 0.281 secs]
2025-10-01T10:08:15.042+0400: [GC (Allocation Failure) 549M->450M(4096M), 0.024 secs]
2025-10-01T10:08:15.064+0400: [GC (Allocation Failure) 549M->323M(4096M), 0.021 secs]
2025-10-01T10:08:16.075+0400: [GC (Allocation Failure) 384M->409M(4096M), 0.044 secs]
2025-10-01T10:08:17.086+0400: [GC (Allocation Failure) 446M->409M(4096M), 0.028 secs]
2025-10-01T10:08:17.592+0400: [GC (Allocation Failure) 476M->409M(4096M), 0.052 secs]
2025-10-01T10:08:18.096+0400: [Full GC (System.gc()) 508M->409M(4096M), 0.419 secs]
2025-10-01T10:08:19.107+0400: [GC (Allocation Failure) 568M->530M(4096M), 0.048 secs]
2025-10-01T10:08:20.115+0400: [GC (Allocation Failure) 543M->472M(4096M), 0.022 secs]
2025-10-01T10:08:20.116+0400: [GC (Allocation Failure) 543M->497M(4096M), 0.046 secs]
2025-10-01T10:08:21.128+0400: [GC (Allocation Failure) 605M->565M(4096M), 0.012 secs]
2025-10-01T10:08:22.140+0400: [Full GC (System.gc()) 510M->409M(4096M), 0.117 secs]
2025-10-01T10:08:22.648+0400: [GC (Allocation Failure) 540M->467M(4096M), 0.005 secs]
2025-10-01T10:08:22.670+0400: [GC (Allocation Failure) 540M->473M(4096M), 0.021 secs]
2025-10-01T10:08:23.180+0400: [GC (Allocation Failure) 504M->479M(4096M), 0.003 secs]
2025-10-01T10:08:24.188+0400: [GC (Allocation Failure) 564M->474M(4096M), 0.024 secs]
2025-10-01T10:08:25.201+0400: [GC (Allocation Failure) 624M->566M(4096M), 0.005 secs]
2025-10-01T10:08:25.203+0400: [Full GC (System.gc()) 624M->450M(4096M), 0.417 secs]
2025-10-01T10:08:26.215+0400: [GC (Allocation Failure) 686M->490M(4096M), 0.005 secs]
2025-10-01T10:08:27.227+0400: [GC (Allocation Failure) 746M->669M(4096M), 0.038 secs]
2025-10-01T10:08:27.734+0400: [GC (Allocation Failure) 778M->706M(4096M), 0.019 secs]
2025-10-01T10:08:28.242+0400: [GC (Allocation Failure) 808M->717M(4096M), 0.012 secs]
2025-10-01T10:08:29.256+0400: [Full GC (System.gc()) 738M->409M(4096M), 0.248 secs]
2025-10-01T10:08:30.269+0400: [GC (Allocation Failure) 800M->726M(4096M), 0.014 secs]
2025-10-01T10:08:30.270+0400: [GC (Allocation Failure) 800M->686M(4096M), 0.027 secs]
2025-10-01T10:08:30.293+0400: [GC (Allocation Failure) 800M->623M(4096M), 0.022 secs]
2025-10-01T10:08:31.307+0400: [GC (Allocation Failure) 686M->623M(4096M), 0.023 secs]
2025-10-01T10:08:32.316+0400: [GC (Allocation Failure) 746M->687M(4096M), 0.028 secs]
2025-10-01T10:08:32.823+0400: [Full GC (System.gc()) 778M->409M(4096M), 0.209 secs]
2025-10-01T10:08:33.330+0400: [GC (Allocation Failure) 808M->715M(4096M), 0.013 secs]
2025-10-01T10:08:34.339+0400: [GC (Allocation Failure) 870M->785M(4096M), 0.035 secs]
2025-10-01T10:08:35.356+0400: [GC (Allocation Failure) 930M->804M(4096M), 0.077 secs]
2025-10-01T10:08:35.357+0400: [GC (Allocation Failure) 930M->796M(4096M), 0.019 secs]
2025-10-01T10:08:36.372+0400: [Full GC (System.gc()) 992M->737M(4096M), 0.101 secs]
2025-10-01T10:08:37.389+0400: [GC (Allocation Failure) 1054M->803M(4096M), 0.059 secs]
2025-10-01T10:08:37.898+0400: [GC (Allocation Failure) 1084M->991M(4096M), 0.013 secs]
2025-10-01T10:08:37.916+0400: [GC (Allocation Failure) 1084M->773M(4096M), 0.017 secs]
2025-10-01T10:08:38.424+0400: [GC (Allocation Failure) 806M->714M(4096M), 0.045 secs]
2025-10-01T10:08:39.437+0400: [GC (Allocation Failure) 866M->735M(4096M), 0.053 secs]
2025-10-01T10:08:40.450+0400: [Full GC (System.gc()) 926M->582M(4096M), 0.414 secs]
2025-10-01T10:08:40.451+0400: [GC (Allocation Failure) 926M->861M(4096M), 0.046 secs]
2025-10-01T10:08:41.464+0400: [GC (Allocation Failure) 988M->792M(4096M), 0.058 secs]
2025-10-01T10:08:42.474+0400: [GC (Allocation Failure) 1048M->921M(4096M), 0.041 secs]
2025-10-01T10:08:42.982+0400: [GC (Allocation Failure) 1080M->989M(4096M), 0.021 secs]
2025-10-01T10:08:43.487+0400: [Full GC (System.gc()) 1110M->623M(4096M), 0.472 secs]
2025-10-01T10:08:44.499+0400: [GC (Allocation Failure) 1172M->1040M(4096M), 0.012 secs]
2025-10-01T10:08:45.515+0400: [GC (Allocation Failure) 1234M->1145M(4096M), 0.008 secs]
2025-10-01T10:08:45.516+0400: [GC (Allocation Failure) 1234M->1084M(4096M), 0.095 secs]
2025-10-01T10:08:45.537+0400: [GC (Allocation Failure) 1234M->923M(4096M), 0.020 secs]
2025-10-01T10:08:46.556+0400: [GC (Allocation Failure) 985M->894M(4096M), 0.041 secs]
2025-10-01T10:08:47.564+0400: [Full GC (System.gc()) 1073M->467M(4096M), 0.153 secs]
2025-10-01T10:08:48.071+0400: [GC (Allocation Failure) 1103M->808M(4096M), 0.027 secs]
2025-10-01T10:08:48.577+0400: [GC (Allocation Failure) 1163M->1054M(4096M), 0.027 secs]
2025-10-01T10:08:49.591+0400: [GC (Allocation Failure) 1219M->1059M(4096M), 0.002 secs]
2025-10-01T10:08:50.606+0400: [GC (Allocation Failure) 1259M->1072M(4096M), 0.023 secs]
2025-10-01T10:08:50.607+0400: [Full GC (System.gc()) 1259M->409M(4096M), 0.287 secs]
2025-10-01T10:08:51.618+0400: [GC (Allocation Failure) 1313M->1186M(4096M), 0.002 secs]
2025-10-01T10:08:52.630+0400: [GC (Allocation Failure) 1353M->1072M(4096M), 0.058 secs]
2025-10-01T10:08:53.137+0400: [GC (Allocation Failure) 1373M->1171M(4096M), 0.013 secs]
2025-10-01T10:08:53.149+0400: [GC (Allocation Failure) 1373M->1066M(4096M), 0.012 secs]
2025-10-01T10:08:53.651+0400: [GC (Allocation Failure) 1086M->1023M(4096M), 0.021 secs]
2025-10-01T10:08:54.659+0400: [Full GC (System.gc()) 1128M->780M(4096M), 0.121 secs]
2025-10-01T10:08:55.671+0400: [GC (Allocation Failure) 1168M->1066M(4096M), 0.017 secs]
2025-10-01T10:08:55.672+0400: [GC (Allocation Failure) 1168M->1107M(4096M), 0.005 secs]
2025-10-01T10:08:56.682+0400: [GC (Allocation Failure) 1208M->907M(4096M), 0.017 secs]
2025-10-01T10:08:57.690+0400: [GC (Allocation Failure) 1262M->1116M(4096M), 0.012 secs]
2025-10-01T10:08:58.196+0400: [Full GC (System.gc()) 1282M->409M(4096M), 0.294 secs]
2025-10-01T10:08:58.702+0400: [GC (Allocation Failure) 1302M->949M(4096M), 0.013 secs]
2025-10-01T10:08:59.718+0400: [GC (Allocation Failure) 1342M->1201M(4096M), 0.023 secs]
2025-10-01T10:09:00.740+0400: [GC (Allocation Failure) 1382M->1267M(4096M), 0.024 secs]
2025-10-01T10:09:00.742+0400: [GC (Allocation Failure) 1382M->1023M(4096M), 0.046 secs]
2025-10-01T10:09:00.764+0400: [GC (Allocation Failure) 1382M->1216M(4096M), 0.022 secs]
2025-10-01T10:09:01.781+0400: [Full GC (System.gc()) 1256M->779M(4096M), 0.104 secs]
2025-10-01T10:09:02.800+0400: [GC (Allocation Failure) 1298M->1172M(4096M), 0.017 secs]
2025-10-01T10:09:03.318+0400: [GC (Allocation Failure) 1318M->1140M(4096M), 0.049 secs]
2025-10-01T10:09:03.823+0400: [GC (Allocation Failure) 1338M->1247M(4096M), 0.008 secs]
2025-10-01T10:09:04.834+0400: [GC (Allocation Failure) 1378M->1215M(4096M), 0.020 secs]
2025-10-01T10:09:05.843+0400: [Full GC (System.gc()) 1418M->795M(4096M), 0.118 secs]
2025-10-01T10:09:05.844+0400: [GC (Allocation Failure) 1418M->1248M(4096M), 0.002 secs]
2025-10-01T10:09:06.858+0400: [GC (Allocation Failure) 1458M->1341M(4096M), 0.005 secs]
2025-10-01T10:09:07.866+0400: [GC (Allocation Failure) 1498M->1229M(4096M), 0.013 secs]
2025-10-01T10:09:08.377+0400: [GC (Allocation Failure) 1518M->1398M(4096M), 0.010 secs]
2025-10-01T10:09:08.400+0400: [GC (Allocation Failure) 1518M->1366M(4096M), 0.022 secs]
2025-10-01T10:09:08.908+0400: [Full GC (System.gc()) 1386M->452M(4096M), 0.247 secs]
2025-10-01T10:09:09.919+0400: [GC (Allocation Failure) 1428M->1030M(4096M), 0.024 secs]
2025-10-01T10:09:10.930+0400: [GC (Allocation Failure) 1468M->1383M(4096M), 0.022 secs]
2025-10-01T10:09:10.931+0400: [GC (Allocation Failure) 1468M->1249M(4096M), 0.011 secs]
2025-10-01T10:09:11.943+0400: [GC (Allocation Failure) 1508M->1279M(4096M), 0.044 secs]
2025-10-01T10:09:12.952+0400: [Full GC (System.gc()) 1548M->984M(4096M), 0.129 secs]
2025-10-01T10:09:13.464+0400: [GC (Allocation Failure) 1568M->1345M(4096M), 0.006 secs]
2025-10-01T10:09:13.972+0400: [GC (Allocation Failure) 1588M->1241M(4096M), 0.012 secs]
2025-10-01T10:09:14.983+0400: [GC (Allocation Failure) 1628M->1503M(4096M), 0.014 secs]
2025-10-01T10:09:15.993+0400: [GC (Allocation Failure) 1668M->1533M(4096M), 0.007 secs]
2025-10-01T10:09:15.994+0400: [Full GC (System.gc()) 1668M->1113M(4096M), 0.141 secs]
2025-10-01T10:09:16.019+0400: [GC (Allocation Failure) 1668M->1516M(4096M), 0.024 secs]
2025-10-01T10:09:17.031+0400: [GC (Allocation Failure) 1556M->1327M(4096M), 0.004 secs]
2025-10-01T10:09:18.043+0400: [GC (Allocation Failure) 1598M->1443M(4096M), 0.024 secs]
2025-10-01T10:09:18.556+0400: [GC (Allocation Failure) 1618M->1389M(4096M), 0.048 secs]
2025-10-01T10:09:19.069+0400: [GC (Allocation Failure) 1638M->1487M(4096M), 0.002 secs]
2025-10-01T10:09:20.078+0400: [Full GC (System.gc()) 1678M->772M(4096M), 0.250 secs]
2025-10-01T10:09:21.090+0400: [GC (Allocation Failure) 1718M->1460M(4096M), 0.009 secs]
2025-10-01T10:09:21.091+0400: [GC (Allocation Failure) 1718M->1601M(4096M), 0.007 secs]
2025-10-01T10:09:22.103+0400: [GC (Allocation Failure) 1758M->1568M(4096M), 0.002 secs]
2025-10-01T10:09:23.118+0400: [GC (Allocation Failure) 1798M->1525M(4096M), 0.039 secs]
2025-10-01T10:09:23.638+0400: [Full GC (System.gc()) 1818M->624M(4096M), 0.235 secs]
2025-10-01T10:09:23.659+0400: [GC (Allocation Failure) 1818M->1666M(4096M), 0.021 secs]
2025-10-01T10:09:24.170+0400: [GC (Allocation Failure) 1686M->1546M(4096M), 0.015 secs]
2025-10-01T10:09:25.178+0400: [GC (Allocation Failure) 1728M->1210M(4096M), 0.034 secs]
2025-10-01T10:09:26.185+0400: [GC (Allocation Failure) 1768M->1645M(4096M), 0.020 secs]
2025-10-01T10:09:26.185+0400: [GC (Allocation Failure) 1768M->1585M(4096M), 0.007 secs]
2025-10-01T10:09:27.202+0400: [Full GC (System.gc()) 1808M->1299M(4096M), 0.175 secs]
2025-10-01T10:09:28.217+0400: [GC (Allocation Failure) 1848M->1675M(4096M), 0.022 secs]
2025-10-01T10:09:28.218+0400: [GC (Allocation Failure) 1848M->1753M(4096M), 0.012 secs]
2025-10-01T10:09:28.722+0400: [GC (Allocation Failure) 1868M->636M(4096M), 0.055 secs]
2025-10-01T10:09:29.228+0400: [GC (Allocation Failure) 1888M->1679M(4096M), 0.005 secs]
2025-10-01T10:09:29.228+0400: [Full GC (System.gc()) 1888M->1133M(4096M), 0.250 secs]
2025-10-01T10:09:29.736+0400: [GC (Allocation Failure) 1908M->647M(4096M), 0.077 secs]
2025-10-01T10:09:30.244+0400: [GC (Allocation Failure) 1928M->1723M(4096M), 0.022 secs]
2025-10-01T10:09:30.245+0400: [GC (Allocation Failure) 1928M->1733M(4096M), 0.003 secs]
2025-10-01T10:09:30.751+0400: [GC (Allocation Failure) 1948M->681M(4096M), 0.050 secs]
2025-10-01T10:09:31.258+0400: [Full GC (System.gc()) 1968M->1255M(4096M), 0.202 secs]
2025-10-01T10:09:31.259+0400: [GC (Allocation Failure) 1968M->1797M(4096M), 0.011 secs]
2025-10-01T10:09:31.281+0400: [GC (Allocation Failure) 1968M->1816M(4096M), 0.022 secs]
2025-10-01T10:09:32.297+0400: [GC (Allocation Failure) 1856M->1044M(4096M), 0.064 secs]
2025-10-01T10:09:32.298+0400: [GC (Allocation Failure) 1856M->1655M(4096M), 0.020 secs]
2025-10-01T10:09:32.803+0400: [GC (Allocation Failure) 1876M->1610M(4096M), 0.008 secs]
2025-10-01T10:09:33.309+0400: [GC (Allocation Failure) 1896M->643M(4096M), 0.050 secs]
2025-10-01T10:09:33.310+0400: [GC (Allocation Failure) 1896M->1791M(4096M), 0.013 secs]
2025-10-01T10:09:33.813+0400: [GC (Allocation Failure) 1918M->1686M(4096M), 0.009 secs]
2025-10-01T10:09:34.319+0400: [GC (Allocation Failure) 1938M->885M(4096M), 0.055 secs]
2025-10-01T10:09:34.319+0400: [GC (Allocation Failure) 1938M->1766M(4096M), 0.005 secs]
2025-10-01T10:09:34.825+0400: [Full GC (System.gc()) 1958M->856M(4096M), 0.159 secs]
2025-10-01T10:09:35.332+0400: [GC (Allocation Failure) 1978M->1194M(4096M), 0.053 secs]
2025-10-01T10:09:35.332+0400: [GC (Allocation Failure) 1978M->1822M(4096M), 0.005 secs]
2025-10-01T10:09:35.841+0400: [GC (Allocation Failure) 1998M->1753M(4096M), 0.015 secs]
2025-10-01T10:09:36.351+0400: [GC (Allocation Failure) 2018M->1198M(4096M), 0.052 secs]
2025-10-01T10:09:36.352+0400: [Full GC (System.gc()) 2018M->1501M(4096M), 0.233 secs]
2025-10-01T10:09:36.862+0400: [GC (Allocation Failure) 2038M->1915M(4096M), 0.019 secs]
2025-10-01T10:09:37.371+0400: [GC (Allocation Failure) 2058M->1223M(4096M), 0.073 secs]
2025-10-01T10:09:37.372+0400: [GC (Allocation Failure) 2058M->1841M(4096M), 0.008 secs]
2025-10-01T10:09:37.877+0400: [GC (Allocation Failure) 2078M->1866M(4096M), 0.024 secs]
2025-10-01T10:09:38.383+0400: [GC (Allocation Failure) 2098M->1204M(4096M), 0.050 secs]
2025-10-01T10:09:38.384+0400: [GC (Allocation Failure) 2098M->1804M(4096M), 0.012 secs]
2025-10-01T10:09:38.893+0400: [GC (Allocation Failure) 2118M->1870M(4096M), 0.009 secs]
2025-10-01T10:09:38.917+0400: [GC (Allocation Failure) 2118M->1966M(4096M), 0.023 secs]
2025-10-01T10:09:39.432+0400: [GC (Allocation Failure) 1986M->1009M(4096M), 0.087 secs]
2025-10-01T10:09:39.434+0400: [GC (Allocation Failure) 1986M->1813M(4096M), 0.018 secs]
2025-10-01T10:09:39.945+0400: [Full GC (System.gc()) 2006M->524M(4096M), 0.240 secs]
2025-10-01T10:09:40.455+0400: [GC (Allocation Failure) 2026M->1124M(4096M), 0.055 secs]
2025-10-01T10:09:40.455+0400: [GC (Allocation Failure) 2026M->1863M(4096M), 0.020 secs]
2025-10-01T10:09:40.965+0400: [GC (Allocation Failure) 2046M->1784M(4096M), 0.006 secs]
2025-10-01T10:09:41.473+0400: [GC (Allocation Failure) 2066M->1238M(4096M), 0.073 secs]
2025-10-01T10:09:41.473+0400: [Full GC (System.gc()) 2066M->1534M(4096M), 0.293 secs]
2025-10-01T10:09:41.981+0400: [GC (Allocation Failure) 2086M->1878M(4096M), 0.020 secs]
2025-10-01T10:09:42.485+0400: [GC (Allocation Failure) 2106M->1041M(4096M), 0.091 secs]
2025-10-01T10:09:42.486+0400: [GC (Allocation Failure) 2106M->1894M(4096M), 0.019 secs]
2025-10-01T10:09:42.996+0400: [GC (Allocation Failure) 2126M->1902M(4096M), 0.002 secs]
2025-10-01T10:09:43.504+0400: [GC (Allocation Failure) 2146M->777M(4096M), 0.050 secs]
2025-10-01T10:09:43.505+0400: [GC (Allocation Failure) 2146M->1926M(4096M), 0.021 secs]
2025-10-01T10:09:44.013+0400: [GC (Allocation Failure) 2166M->1891M(4096M), 0.021 secs]
2025-10-01T10:09:44.521+0400: [GC (Allocation Failure) 2186M->777M(4096M), 0.094 secs]
2025-10-01T10:09:44.521+0400: [GC (Allocation Failure) 2186M->1905M(4096M), 0.012 secs]
2025-10-01T10:09:45.031+0400: [Full GC (System.gc()) 2206M->788M(4096M), 0.170 secs]
2025-10-01T10:09:45.537+0400: [GC (Allocation Failure) 2228M->1046M(4096M), 0.057 secs]
2025-10-01T10:09:45.538+0400: [GC (Allocation Failure) 2228M->2106M(4096M), 0.009 secs]
2025-10-01T10:09:46.048+0400: [GC (Allocation Failure) 2248M->2115M(4096M), 0.023 secs]
2025-10-01T10:09:46.555+0400: [GC (Allocation Failure) 2268M->1375M(4096M), 0.050 secs]
2025-10-01T10:09:46.555+0400: [Full GC (System.gc()) 2268M->856M(4096M), 0.228 secs]
2025-10-01T10:09:46.575+0400: [GC (Allocation Failure) 2268M->2116M(4096M), 0.019 secs]
2025-10-01T10:09:47.087+0400: [GC (Allocation Failure) 2136M->1909M(4096M), 0.020 secs]
2025-10-01T10:09:47.599+0400: [GC (Allocation Failure) 2158M->771M(4096M), 0.050 secs]
2025-10-01T10:09:47.600+0400: [GC (Allocation Failure) 2158M->2011M(4096M), 0.024 secs]
2025-10-01T10:09:48.110+0400: [GC (Allocation Failure) 2178M->1923M(4096M), 0.002 secs]
2025-10-01T10:09:48.617+0400: [GC (Allocation Failure) 2198M->1197M(4096M), 0.053 secs]
2025-10-01T10:09:48.618+0400: [GC (Allocation Failure) 2198M->1890M(4096M), 0.019 secs]
2025-10-01T10:09:49.122+0400: [GC (Allocation Failure) 2218M->1964M(4096M), 0.022 secs]
2025-10-01T10:09:49.628+0400: [GC (Allocation Failure) 2238M->1215M(4096M), 0.050 secs]
2025-10-01T10:09:49.629+0400: [GC (Allocation Failure) 2238M->2102M(4096M), 0.017 secs]
2025-10-01T10:09:50.136+0400: [Full GC (System.gc()) 2258M->1157M(4096M), 0.298 secs]
2025-10-01T10:09:50.639+0400: [GC (Allocation Failure) 2278M->826M(4096M), 0.050 secs]
2025-10-01T10:09:50.640+0400: [GC (Allocation Failure) 2278M->1969M(4096M), 0.019 secs]
2025-10-01T10:09:51.150+0400: [GC (Allocation Failure) 2298M->1984M(4096M), 0.010 secs]
2025-10-01T10:09:51.659+0400: [GC (Allocation Failure) 2318M->1175M(4096M), 0.057 secs]
2025-10-01T10:09:51.660+0400: [Full GC (System.gc()) 2318M->1151M(4096M), 0.122 secs]
2025-10-01T10:09:52.165+0400: [GC (Allocation Failure) 2338M->2049M(4096M), 0.017 secs]
2025-10-01T10:09:52.675+0400: [GC (Allocation Failure) 2358M->993M(4096M), 0.050 secs]
2025-10-01T10:09:52.676+0400: [GC (Allocation Failure) 2358M->2232M(4096M), 0.023 secs]
2025-10-01T10:09:53.181+0400: [GC (Allocation Failure) 2378M->2036M(4096M), 0.002 secs]
2025-10-01T10:09:53.687+0400: [GC (Allocation Failure) 2398M->1329M(4096M), 0.060 secs]
2025-10-01T10:09:53.688+0400: [GC (Allocation Failure) 2398M->2144M(4096M), 0.011 secs]
2025-10-01T10:09:54.197+0400: [GC (Allocation Failure) 2418M->2154M(4096M), 0.016 secs]
2025-10-01T10:09:54.220+0400: [GC (Allocation Failure) 2418M->2266M(4096M), 0.022 secs]
2025-10-01T10:09:54.735+0400: [GC (Allocation Failure) 2286M->1080M(4096M), 0.050 secs]
2025-10-01T10:09:54.736+0400: [GC (Allocation Failure) 2286M->1977M(4096M), 0.013 secs]
2025-10-01T10:09:55.246+0400: [Full GC (System.gc()) 2306M->1542M(4096M), 0.203 secs]
2025-10-01T10:09:55.757+0400: [GC (Allocation Failure) 2328M->1522M(4096M), 0.079 secs]
2025-10-01T10:09:55.758+0400: [GC (Allocation Failure) 2328M->2194M(4096M), 0.002 secs]
2025-10-01T10:09:56.269+0400: [GC (Allocation Failure) 2348M->2221M(4096M), 0.008 secs]
2025-10-01T10:09:56.780+0400: [GC (Allocation Failure) 2368M->1558M(4096M), 0.085 secs]
2025-10-01T10:09:56.781+0400: [Full GC (System.gc()) 2368M->1044M(4096M), 0.293 secs]
2025-10-01T10:09:57.288+0400: [GC (Allocation Failure) 2388M->2059M(4096M), 0.002 secs]
2025-10-01T10:09:57.798+0400: [GC (Allocation Failure) 2408M->1428M(4096M), 0.050 secs]
2025-10-01T10:09:57.798+0400: [GC (Allocation Failure) 2408M->2088M(4096M), 0.021 secs]
2025-10-01T10:09:58.306+0400: [GC (Allocation Failure) 2428M->2191M(4096M), 0.023 secs]
2025-10-01T10:09:58.814+0400: [GC (Allocation Failure) 2448M->1054M(4096M), 0.050 secs]
2025-10-01T10:09:58.814+0400: [GC (Allocation Failure) 2448M->2197M(4096M), 0.003 secs]
2025-10-01T10:09:59.322+0400: [GC (Allocation Failure) 2468M->2296M(4096M), 0.019 secs]
2025-10-01T10:09:59.832+0400: [GC (Allocation Failure) 2488M->1529M(4096M), 0.078 secs]
2025-10-01T10:09:59.833+0400: [GC (Allocation Failure) 2488M->2154M(4096M), 0.002 secs]
2025-10-01T10:10:00.343+0400: [Full GC (System.gc()) 2508M->627M(4096M), 0.162 secs]
2025-10-01T10:10:00.850+0400: [GC (Allocation Failure) 2528M->1359M(4096M), 0.050 secs]
2025-10-01T10:10:00.851+0400: [GC (Allocation Failure) 2528M->2399M(4096M), 0.014 secs]
2025-10-01T10:10:01.355+0400: [GC (Allocation Failure) 2548M->2383M(4096M), 0.024 secs]
2025-10-01T10:10:01.865+0400: [GC (Allocation Failure) 2568M->1639M(4096M), 0.087 secs]
2025-10-01T10:10:01.865+0400: [Full GC (System.gc()) 2568M->729M(4096M), 0.220 secs]
2025-10-01T10:10:01.888+0400: [GC (Allocation Failure) 2568M->2416M(4096M), 0.022 secs]
2025-10-01T10:10:02.397+0400: [GC (Allocation Failure) 2436M->2183M(4096M), 0.022 secs]
2025-10-01T10:10:02.905+0400: [GC (Allocation Failure) 2456M->1444M(4096M), 0.069 secs]
2025-10-01T10:10:02.906+0400: [GC (Allocation Failure) 2456M->2195M(4096M), 0.019 secs]
2025-10-01T10:10:03.412+0400: [GC (Allocation Failure) 2478M->2190M(4096M), 0.002 secs]
2025-10-01T10:10:03.913+0400: [GC (Allocation Failure) 2498M->1286M(4096M), 0.050 secs]
2025-10-01T10:10:03.914+0400: [GC (Allocation Failure) 2498M->2167M(4096M), 0.021 secs]
2025-10-01T10:10:04.421+0400: [GC (Allocation Failure) 2518M->2221M(4096M), 0.023 secs]
2025-10-01T10:10:04.925+0400: [GC (Allocation Failure) 2538M->1549M(4096M), 0.086 secs]
2025-10-01T10:10:04.926+0400: [GC (Allocation Failure) 2538M->2293M(4096M), 0.024 secs]
2025-10-01T10:10:05.437+0400: [Full GC (System.gc()) 2558M->1439M(4096M), 0.298 secs]
2025-10-01T10:10:05.947+0400: [GC (Allocation Failure) 2578M->1564M(4096M), 0.085 secs]
2025-10-01T10:10:05.948+0400: [GC (Allocation Failure) 2578M->2322M(4096M), 0.014 secs]
2025-10-01T10:10:06.456+0400: [GC (Allocation Failure) 2598M->2298M(4096M), 0.013 secs]
2025-10-01T10:10:06.962+0400: [GC (Allocation Failure) 2618M->1423M(4096M), 0.053 secs]
2025-10-01T10:10:06.963+0400: [Full GC (System.gc()) 2618M->1261M(4096M), 0.271 secs]
2025-10-01T10:10:07.470+0400: [GC (Allocation Failure) 2638M->2286M(4096M), 0.005 secs]
2025-10-01T10:10:07.974+0400: [GC (Allocation Failure) 2658M->1641M(4096M), 0.094 secs]
2025-10-01T10:10:07.975+0400: [GC (Allocation Failure) 2658M->2329M(4096M), 0.013 secs]
2025-10-01T10:10:08.484+0400: [GC (Allocation Failure) 2678M->2448M(4096M), 0.002 secs]
2025-10-01T10:10:08.994+0400: [GC (Allocation Failure) 2698M->1280M(4096M), 0.050 secs]
2025-10-01T10:10:08.996+0400: [GC (Allocation Failure) 2698M->2403M(4096M), 0.008 secs]
2025-10-01T10:10:09.504+0400: [GC (Allocation Failure) 2718M->2548M(4096M), 0.020 secs]
2025-10-01T10:10:09.528+0400: [GC (Allocation Failure) 2718M->2566M(4096M), 0.023 secs]
2025-10-01T10:10:10.042+0400: [GC (Allocation Failure) 2586M->1424M(4096M), 0.050 secs]
2025-10-01T10:10:10.043+0400: [GC (Allocation Failure) 2586M->2390M(4096M), 0.010 secs]
2025-10-01T10:10:10.552+0400: [Full GC (System.gc()) 2608M->1696M(4096M), 0.160 secs]
2025-10-01T10:10:11.057+0400: [GC (Allocation Failure) 2628M->1673M(4096M), 0.050 secs]
2025-10-01T10:10:11.058+0400: [GC (Allocation Failure) 2628M->2335M(4096M), 0.013 secs]
